5000, 1171
5001, 2331
5002, 2383
5003, 2362
5004, 1960
5005, 2479
5006, 2531
5007, 2549
5008, 2554
5009, 2589
5010, 2576
5011, 2609
5012, 2169
5013, 2162
5014, 2005
5015, 2524
5016, 2576
5017, 2124
5018, 2120
5019, 2005
5020, 2430
5021, 2409
5022, 2009
5023, 2041
5024, 2568
5025, 2610
5026, 2611
5027, 2612
5028, 2613
5029, 2614
5030, 2615
5031, 2616
5032, 2617
5033, 2618
5034, 2619
5035, 2620
5036, 2621
5037, 2622
5038, 2623
5039, 2624
5040, 2625
5041, 2626
5042, 2142
5043, 2103
5044, 2605
5045, 2647
5046, 2648
5047, 2649
5048, 2650
5049, 2651
5050, 2652
5051, 2653
5052, 2654
5053, 2655
5054, 2656
5055, 2657
5056, 2658
5057, 2659
5058, 2660
5059, 2661
5060, 2662
5061, 2663
5062, 2664
5063, 2665
5064, 2666
5065, 2667
5066, 2668
5067, 2669
5068, 2670
5069, 2671
5070, 2187
5071, 2633
5072, 2134
5073, 2054
5074, 2473
5075, 2452
5076, 2535
5077, 2095
5078, 2519
5079, 2498
5080, 2097
5081, 2520
5082, 2499
5083, 2585
5084, 2145
5085, 2565
5086, 2544
5087, 2144
5088, 2565
5089, 2544
5090, 2144
5091, 2176
5092, 2684
5093, 2726
5094, 2727
5095, 2728
5096, 2244
5097, 2690
5098, 2201
5099, 2189
5100, 2221
5101, 2729
5102, 2771
5103, 2772
5104, 2773
5105, 2774
5106, 2775
5107, 2776
5108, 2777
5109, 2778
5110, 2779
5111, 2780
5112, 2296
5113, 2742
5114, 2256
5115, 2189
5116, 2609
5117, 2588
5118, 2608
5119, 2587
5120, 2193
5121, 2613
5122, 2592
5123, 2608
5124, 2587
5125, 2184
5126, 2697
5127, 2350
5128, 2419
5129, 2331
5130, 2951
5131, 2901
5132, 2416
5133, 2816
5134, 2268
5135, 2229
5136, 2168
5137, 2147
5138, 2238
5139, 2134
5140, 2487
5141, 2583
5142, 2591
5143, 2530
5144, 2433
5145, 2244
5146, 2800
5147, 2042
5148, 1326
