6000000, 563
6000001, 2127
6000002, 2179
6030896, 2206
6030897, 2264
6030898, 2241
6061792, 3632
6061793, 3631
6061794, 3667
6092688, 3730
6092689, 3729
6092690, 3661
6123584, 3401
6123585, 3401
6123586, 3401
6154480, 2430
6154481, 2466
6154482, 2398
6185376, 2674
6185377, 2678
6185378, 2678
6216272, 2786
6216273, 2715
6216274, 2711
6247168, 2463
6247169, 2391
6247170, 2389
6278064, 2015
6278065, 3885
6278066, 2263
6308960, 2263
6308961, 1970
6308962, 2405
6339856, 2495
6339857, 2308
6339858, 2015
6370752, 2015
6370753, 2507
6370754, 2308
6401648, 2308
6401649, 2015
6401650, 2495
6432544, 2405
6432545, 2218
6432546, 1970
6463440, 1970
6463441, 2409
6463442, 2263
6494336, 2308
6494337, 2015
6494338, 2495
6525232, 2495
6525233, 2308
6525234, 2015
6556128, 2015
6556129, 4961
6556130, 2263
6587024, 2263
6587025, 2015
6587026, 2495
6617920, 2495
6617921, 2308
6617922, 2015
6648816, 2015
6648817, 2579
6648818, 2308
6679712, 2263
6679713, 1970
6679714, 2405
6710608, 2405
6710609, 2218
6710610, 1970
6741504, 2015
6741505, 2507
6741506, 2308
6772400, 2308
6772401, 2015
6772402, 2495
6803296, 2495
6803297, 2308
6803298, 2015
6834192, 1970
6834193, 2409
6834194, 2263
6865088, 2263
6865089, 2015
6865090, 2495
6895984, 2495
6895985, 2308
6895986, 2015
6926880, 2015
6926881, 4098
6926882, 2263
6957776, 2263
6957777, 1970
6957778, 2405
6988672, 2495
6988673, 2308
6988674, 2015
7019568, 2015
7019569, 2507
7019570, 2308
7050464, 2308
7050465, 2015
7050466, 2495
7081360, 2405
7081361, 2218
7081362, 1970
7112256, 1970
7112257, 2409
7112258, 2263
7143152, 2308
7143153, 2015
7143154, 2495
7174048, 2495
7174049, 2308
7174050, 2015
7204944, 2015
7204945, 4819
7204946, 2263
7235840, 1884
7235841, 1649
7235842, 1249
7266736, 2370
7266737, 2370
7266738, 2096
7297632, 1459
7297633, 1154
7297634, 2990
7328528, 562
7328529, 562
7328530, 562
7359424, 562
7359425, 562
7359426, 562
7390320, 562
7390321, 562
7390322, 562
7421216, 562
7421217, 562
7421218, 562
7452112, 562
7452113, 562
7452114, 562
7483008, 562
7483009, 562
7483010, 562
7513904, 562
7513905, 562
7513906, 562
7544800, 562
7544801, 562
7544802, 562
7575696, 562
7575697, 562
7575698, 562
7606592, 562
7606593, 562
7606594, 562
7637488, 562
7637489, 562
7637490, 562
7668384, 562
7668385, 562
7668386, 562
7699280, 562
7699281, 562
7699282, 562
7730176, 562
7730177, 562
7730178, 562
7761072, 562
7761073, 562
7761074, 562
7791968, 562
7791969, 562
7791970, 562
7822864, 562
7822865, 562
7822866, 562
7853760, 562
7853761, 562
7853762, 562
7884656, 562
7884657, 562
7884658, 562
7915552, 562
7915553, 562
7915554, 562
7946448, 562
7946449, 562
7946450, 562
7977344, 562
7977345, 562
7977346, 562
8008240, 562
8008241, 562
8008242, 562
8039136, 562
8039137, 562
8039138, 562
8070032, 562
8070033, 562
8070034, 562
8100928, 562
8100929, 562
8100930, 562
8131824, 562
8131825, 562
8131826, 562
8162720, 562
8162721, 562
8162722, 562
8193616, 562
8193617, 562
8193618, 562
8224512, 562
8224513, 562
8224514, 562
8255408, 562
8255409, 562
8255410, 562
8286304, 562
8286305, 562
8286306, 562
8317200, 562
8317201, 562
8317202, 562
8348096, 562
8348097, 562
8348098, 562
8378992, 562
8378993, 562
8378994, 562
8409888, 562
8409889, 562
8409890, 562
8440784, 562
8440785, 562
8440786, 562
8471680, 562
8471681, 562
8471682, 562
8502576, 562
8502577, 562
8502578, 562
8533472, 562
8533473, 562
8533474, 562
8564368, 562
8564369, 562
8564370, 562
8595264, 562
8595265, 562
8595266, 562
8626160, 562
8626161, 562
8626162, 562
8657056, 562
8657057, 562
8657058, 562
8687952, 562
8687953, 562
8687954, 562
8718848, 562
8718849, 562
8718850, 562
8749744, 562
8749745, 562
8749746, 562
8780640, 562
8780641, 562
8780642, 562
8811536, 562
8811537, 562
8811538, 562
8842432, 562
8842433, 562
8842434, 562
8873328, 562
8873329, 562
8873330, 562
8904224, 562
8904225, 562
8904226, 562
8935120, 562
8935121, 562
8935122, 562
8966016, 562
8966017, 562
8966018, 562
8996912, 562
8996913, 562
8996914, 562
9027808, 562
9027809, 562
9027810, 562
9058704, 562
9058705, 562
9058706, 562
9089600, 562
9089601, 562
9089602, 562
9120496, 562
9120497, 562
9120498, 562
9151392, 562
9151393, 562
9151394, 562
9182288, 562
9182289, 562
9182290, 562
9213184, 562
9213185, 562
9213186, 562
9244080, 562
9244081, 562
9244082, 562
9274976, 562
9274977, 562
9274978, 562
9305872, 562
9305873, 562
9305874, 562
9336768, 562
9336769, 562
9336770, 562
9367664, 562
9367665, 562
9367666, 562
9398560, 562
9398561, 562
9398562, 562
9429456, 562
9429457, 562
9429458, 562
9460352, 562
9460353, 562
9460354, 562
9491248, 562
9491249, 562
9491250, 562
9522144, 562
9522145, 562
9522146, 562
9553040, 562
9553041, 562
9553042, 562
9583936, 562
9583937, 562
9583938, 562
9614832, 562
9614833, 562
9614834, 562
9645728, 562
9645729, 562
9645730, 562
9676624, 562
9676625, 562
9676626, 562
9707520, 562
9707521, 562
9707522, 562
9738416, 562
9738417, 562
9738418, 562
9769312, 562
9769313, 562
9769314, 562
9800208, 562
9800209, 562
9800210, 562
9831104, 562
9831105, 562
9831106, 562
9862000, 562
9862001, 562
9862002, 562
9892896, 562
9892897, 562
9892898, 562
9923792, 562
9923793, 562
9923794, 562
9954688, 562
9954689, 562
9954690, 562
9985584, 562
9985585, 562
9985586, 562
10016480, 562
10016481, 562
10016482, 562
10047376, 562
10047377, 562
10047378, 562
10078272, 562
10078273, 562
10078274, 562
10109168, 562
10109169, 562
10109170, 562
10140064, 562
10140065, 562
10140066, 562
10170960, 562
10170961, 562
10170962, 562
10201856, 562
10201857, 562
10201858, 562
10232752, 562
10232753, 562
10232754, 562
10263648, 562
10263649, 562
10263650, 562
10294544, 562
10294545, 562
10294546, 562
10325440, 562
10325441, 562
10325442, 562
10356336, 562
10356337, 562
10356338, 562
10387232, 562
10387233, 562
10387234, 562
10418128, 562
10418129, 562
10418130, 562
10449024, 562
10449025, 562
10449026, 562
10479920, 562
10479921, 562
10479922, 562
10510816, 562
10510817, 562
10510818, 562
10541712, 562
10541713, 562
10541714, 562
10572608, 562
10572609, 562
10572610, 562
10603504, 562
10603505, 562
10603506, 562
10634400, 562
10634401, 562
10634402, 562
10665296, 562
10665297, 562
10665298, 562
10696192, 562
10696193, 562
10696194, 562
10727088, 562
10727089, 562
10727090, 562
10757984, 562
10757985, 562
10757986, 562
10788880, 562
10788881, 562
10788882, 562
10819776, 562
10819777, 562
10819778, 562
10850672, 562
10850673, 562
10850674, 562
10881568, 562
10881569, 562
10881570, 562
10912464, 562
10912465, 562
10912466, 562
10943360, 562
10943361, 562
10943362, 562
10974256, 562
10974257, 562
10974258, 562
11005152, 562
11005153, 562
11005154, 562
11036048, 562
11036049, 562
11036050, 562
11066944, 562
11066945, 562
11066946, 562
11097840, 562
11097841, 562
11097842, 562
11128736, 562
11128737, 562
11128738, 562
11159632, 562
11159633, 562
11159634, 562
11190528, 562
11190529, 562
11190530, 562
11221424, 562
11221425, 562
11221426, 562
11252320, 562
11252321, 562
11252322, 562
11283216, 562
11283217, 562
11283218, 562
11314112, 562
11314113, 562
11314114, 562
11345008, 562
11345009, 562
11345010, 562
11375904, 562
11375905, 562
11375906, 562
11406800, 562
11406801, 562
11406802, 562
11437696, 562
11437697, 562
11437698, 562
11468592, 562
11468593, 562
11468594, 562
11499488, 562
11499489, 562
11499490, 562
11530384, 562
11530385, 562
11530386, 562
11561280, 562
11561281, 562
11561282, 562
11592176, 562
11592177, 562
11592178, 562
11623072, 562
11623073, 562
11623074, 562
11653968, 562
11653969, 562
11653970, 562
11684864, 562
11684865, 562
11684866, 562
11715760, 562
11715761, 562
11715762, 562
11746656, 562
11746657, 562
11746658, 562
11777552, 562
11777553, 562
11777554, 562
11808448, 562
11808449, 562
11808450, 562
11839344, 562
11839345, 562
11839346, 562
11870240, 562
11870241, 562
11870242, 562
11901136, 562
11901137, 562
11901138, 562
11932032, 562
11932033, 562
11932034, 562
11962928, 562
11962929, 562
11962930, 562
11993824, 562
11993825, 562
11993826, 562
12024720, 3414
12024721, 3449
12024722, 3484
12055616, 3736
12055617, 3771
12055618, 3806
12086512, 3841
12086513, 3839
12086514, 3875
12117408, 3704
12117409, 3844
12117410, 3809
12148304, 2492
12148305, 2494
12148306, 2535
12179200, 2467
12179201, 2427
12179202, 2496
12210096, 2673
12210097, 2707
12210098, 2678
12240992, 2535
12240993, 2497
12240994, 2499
12271888, 2495
12271889, 2308
12271890, 2015
12302784, 2015
12302785, 4819
12302786, 2263
12333680, 2263
12333681, 2015
12333682, 2495
12364576, 2495
12364577, 2308
12364578, 2015
12395472, 2015
12395473, 2579
12395474, 2308
12426368, 2263
12426369, 1970
12426370, 2405
12457264, 2405
12457265, 2218
12457266, 1970
12488160, 2015
12488161, 2507
12488162, 2308
12519056, 2308
12519057, 2015
12519058, 2495
12549952, 2495
12549953, 2308
12549954, 2015
12580848, 1970
12580849, 2409
12580850, 2263
12611744, 2263
12611745, 2015
12611746, 2495
12642640, 2495
12642641, 2308
12642642, 2015
12673536, 2015
12673537, 4031
12673538, 2263
12704432, 2263
12704433, 1970
12704434, 2405
12735328, 2495
12735329, 2308
12735330, 2015
12766224, 2015
12766225, 2507
12766226, 2308
12797120, 2308
12797121, 2015
12797122, 2495
12828016, 2405
12828017, 2218
12828018, 1970
12858912, 1970
12858913, 2409
12858914, 2263
12889808, 2308
12889809, 2015
12889810, 2495
12920704, 2495
12920705, 2308
12920706, 2015
12951600, 2015
12951601, 4819
12951602, 2263
12982496, 2263
12982497, 2015
12982498, 2495
13013392, 2495
13013393, 2308
13013394, 2015
13044288, 2015
13044289, 2579
13044290, 2308
13075184, 2263
13075185, 1970
13075186, 2405
13106080, 2405
13106081, 2218
13106082, 1970
13136976, 2015
13136977, 2507
13136978, 2308
13167872, 2308
13167873, 2015
13167874, 2495
13198768, 2495
13198769, 2308
13198770, 2015
13229664, 1154
13229665, 2983
13229666, 1459
13260560, 2217
13260561, 2125
13260562, 2290
