5000, 1176
5001, 2336
5002, 2388
5003, 2367
5004, 1965
5005, 2484
5006, 2536
5007, 2554
5008, 2559
5009, 2594
5010, 2581
5011, 2614
5012, 2174
5013, 2167
5014, 2010
5015, 2529
5016, 2581
5017, 2129
5018, 2125
5019, 2010
5020, 2435
5021, 2414
5022, 2014
5023, 2046
5024, 2573
5025, 2615
5026, 2616
5027, 2617
5028, 2618
5029, 2619
5030, 2620
5031, 2621
5032, 2622
5033, 2623
5034, 2624
5035, 2625
5036, 2626
5037, 2627
5038, 2628
5039, 2629
5040, 2630
5041, 2631
5042, 2147
5043, 2108
5044, 2610
5045, 2652
5046, 2653
5047, 2654
5048, 2655
5049, 2656
5050, 2657
5051, 2658
5052, 2659
5053, 2660
5054, 2661
5055, 2662
5056, 2663
5057, 2664
5058, 2665
5059, 2666
5060, 2667
5061, 2668
5062, 2669
5063, 2670
5064, 2671
5065, 2672
5066, 2673
5067, 2674
5068, 2675
5069, 2676
5070, 2677
5071, 2678
5072, 2679
5073, 2680
5074, 2681
5075, 2682
5076, 2683
5077, 2199
5078, 2645
5079, 2146
5080, 2059
5081, 2478
5082, 2457
5083, 2540
5084, 2100
5085, 2524
5086, 2503
5087, 2102
5088, 2525
5089, 2504
5090, 2590
5091, 2150
5092, 2570
5093, 2549
5094, 2149
5095, 2570
5096, 2549
5097, 2149
5098, 2181
5099, 2689
5100, 2731
5101, 2732
5102, 2733
5103, 2249
5104, 2695
5105, 2206
5106, 2194
5107, 2226
5108, 2734
5109, 2776
5110, 2777
5111, 2778
5112, 2779
5113, 2780
5114, 2781
5115, 2782
5116, 2783
5117, 2784
5118, 2785
5119, 2301
5120, 2747
5121, 2261
5122, 2194
5123, 2614
5124, 2593
5125, 2613
5126, 2592
5127, 2198
5128, 2618
5129, 2597
5130, 2613
5131, 2592
5132, 2189
5133, 2702
5134, 2355
5135, 2424
5136, 2336
5137, 2956
5138, 2906
5139, 2421
5140, 2821
5141, 2273
5142, 2234
5143, 2173
5144, 2152
5145, 2243
5146, 2139
5147, 2492
5148, 2588
5149, 2596
5150, 2535
5151, 2438
5152, 2249
5153, 2805
5154, 2054
5155, 1280
