222/11678;alpha: merkle list (check_invalidated_path);0.288783;0.028076;0.316973;192868;96244
223/11678;alpha: local contexts (Local.remove_existing: check whether local access has the same behavior);0.29302;0.028097;0.321233;193068;96196
224/11678;alpha: liquidity baking (EMA does not change when vote is Pass);0.278724;0.039817;0.318646;193324;96392
225/11678;alpha: liquidity baking (EMA remains in bounds when vote is Off);0.291937;0.031993;0.32406;193220;96340
226/11678;alpha: liquidity baking (EMA increases when vote is Off);0.301039;0.016055;0.317261;193072;96208
227/11678;alpha: liquidity baking (EMA does not increase too much when vote is Off);0.283602;0.031955;0.315681;192940;96140
228/11678;alpha: liquidity baking (EMA remains in bounds when vote is On);0.264699;0.052137;0.31694;193072;96396
229/11678;alpha: liquidity baking (EMA decreases when vote is On);0.279779;0.035971;0.315858;193236;96396
230/11678;alpha: liquidity baking (EMA does not decrease too much when vote is On);0.295064;0.027911;0.323077;193072;96140
231/11678;alpha: liquidity baking (EMA goes from 0 to one billion in 1386 Off votes);0.291925;0.023993;0.316071;193204;96364
232/11678;alpha: liquidity baking (EMA goes from two billions to one billion in 1386 On votes);0.295118;0.01994;0.315166;193072;96140
233/11678;alpha: liquidity baking (voting On and Off have symmetric effects on the EMA);0.288859;0.024071;0.313063;192948;96140
234/11678;alpha: level module (create_cycle_eras);0.290888;0.027893;0.31893;193112;96336
235/11678;alpha: level module (level_from_raw);0.289413;0.036176;0.325693;192980;96140
236/11678;alpha: level module (first_level_in_cycle);0.296169;0.024013;0.320284;193108;96208
237/11678;alpha: Global constants storage (get on a nonexistent global constants fails);0.294385;0.039781;0.334274;202156;105260
238/11678;alpha: Global constants storage (get always returned the registered constant);0.364518;0.024034;0.38866;231396;134700
239/11678;alpha: Global constants storage (register: fails with unregistered references);0.302281;0.015909;0.318305;192940;96136
240/11678;alpha: Global constants storage (register: fails with unregistered references pbt);0.353028;0.032093;0.385308;240232;143576
241/11678;alpha: Global constants storage (register: fails if expression too deep);0.299964;0.023997;0.324069;192948;96136
242/11678;alpha: Global constants storage (expand on an expression containing a nonexistent global constant fails);0.347972;0.035997;0.384071;228452;131632
243/11678;alpha: Global constants storage (expand: no constants case);0.291067;0.02791;0.319087;193200;96140
244/11678;alpha: Global constants storage (register and expand are orthogonal);0.309399;0.032145;0.341645;207404;110636
245/11678;alpha: Global constants storage (expand: deep constants);2.34433;0.024003;2.36847;216748;119856
246/11678;alpha: Global constants storage (expand: ill formed constants are rejected);0.27569;0.04395;0.31977;193332;96396
247/11678;alpha: Global constants storage (expand: use of 'constant (constant ...)' is rejected);0.297974;0.02416;0.322241;192944;96140
248/11678;alpha: Global constants storage (expand: data);0.2911;0.031901;0.323101;193364;96392
249/11678;alpha: Global constants storage (expand: types);0.276885;0.044141;0.321141;192976;96136
250/11678;alpha: Global constants storage (expand: instr);0.289039;0.032115;0.321263;192980;96252
251/11678;alpha: Global constants storage (expand: random);0.307737;0.015986;0.323832;193364;96400
252/11678;alpha: Global constants storage (expand is idempotent);0.349196;0.036123;0.385427;234984;138024
253/11678;alpha: Global constants storage (bottom_up_fold_cps: does not stack overflow);0.443213;0.0559;0.499313;364396;267580
254/11678;alpha: gas monad (exhaustion);0.296852;0.024069;0.321029;192976;96140
255/11678;alpha: gas monad (exhaustion before error);0.294636;0.023889;0.318635;193108;96396
256/11678;alpha: gas monad (successful result with remaining gas);0.278703;0.039814;0.318635;192980;96140
257/11678;alpha: gas monad (successful result with spare gas);0.295347;0.023947;0.319407;192980;96140
258/11678;alpha: gas monad (inner error);0.279232;0.043879;0.32323;192976;96356
259/11678;alpha: gas monad (unlimited);0.282639;0.039808;0.322574;193236;96392
260/11678;alpha: gas monad (syntax module);0.288162;0.028015;0.316281;193112;96304
